"","Species","Trophic_level"
"2162","Zygaena carniolica","Pollinator"
"2163","Tetralonia dentata","Pollinator"
"2164","Nomada flavopicta","Pollinator"
"2165","Amegilla quadrifasciata","Pollinator"
"2166","Nomioides facilis","Pollinator"
"2167","Lejogaster tarsata","Pollinator"
"2168","Hylaeus annularis","Pollinator"
"2169","Sphaerophoria rueppelli","Pollinator"
"2170","Pseudoanthidium nanum","Pollinator"
"2171","Lasioglossum medinai","Pollinator"
"2172","Lasioglossum mesosclerum","Pollinator"
"2173","Megachile pusilla","Pollinator"
"2174","Eumerus amoenus","Pollinator"
"2175","Pasites maculatus","Pollinator"
"2176","Hylaeus punctulatissimus","Pollinator"
"2177","Coelioxys echinatus","Pollinator"
"2178","Sphecodes longulus","Pollinator"
"2179","Platycheirus fulviventris","Pollinator"
"2180","Nomada furva","Pollinator"
"2181","Hylaeus leptocephalus","Pollinator"
"2182","Paragus albifrons","Pollinator"
"2183","Coelioxys afer","Pollinator"
"2184","Stelis minuta","Pollinator"
"2185","Hylaeus clypearis","Pollinator"
"2186","Hylaeus angustatus","Pollinator"
"2187","Hylaeus rubicola","Pollinator"
"2188","Eucera clypeata","Pollinator"
"2189","Merodon avidus","Pollinator"
"2190","Platycheirus occultus","Pollinator"
"2191","Nomada bifasciata","Pollinator"
"2192","Sphecodes alternatus","Pollinator"
"2193","Seladonia smaragdula","Pollinator"
"2194","Lasioglossum subhirtum","Pollinator"
"2195","Bombus ruderatus","Pollinator"
"2196","Nomada distinguenda","Pollinator"
"2197","Andrena nana","Pollinator"
"2198","Rhophitoides canus","Pollinator"
"2199","Lasioglossum puncticolle","Pollinator"
"2200","Paragus flammeus","Pollinator"
"2201","Sphecodes puncticeps","Pollinator"
"2202","Andrena trimmerana","Pollinator"
"2203","Lithurgus cornutus","Pollinator"
"2204","Eumerus strigatus","Pollinator"
"2205","Hylaeus euryscapus","Pollinator"
"2206","Anthophora pubescens","Pollinator"
"2207","Andrena impunctata","Pollinator"
"2208","Lithurgus chrysurus","Pollinator"
"2209","Trachusa interrupta","Pollinator"
"2210","Cheilosia fraterna","Pollinator"
"2211","Lasioglossum griseolum","Pollinator"
"2212","Bombus muscorum","Pollinator"
"2213","Athous flavipennis","Pollinator"
"2214","Formica picea","Pollinator"
"2215","Pararge petropolitana","Pollinator"
"2216","Pangonius funebris","Pollinator"
"2217","Vespula germanica","Pollinator"
"2218","Malachius bipustulatus","Pollinator"
"2219","Altica oleracea","Pollinator"
"2220","Cryptocephalus samniticus","Pollinator"
"2221","Lampides boeticus","Pollinator"
"2222","Vespula vulgaris","Pollinator"
"2223","Vespa velutina","Pollinator"
"2224","Culex pipiens","Pollinator"
"2225","Fannia canicularis","Pollinator"
"2226","Linepithema humile","Pollinator"
"2227","Limnophora obsignata","Pollinator"
"2228","Pararge aegeria","Pollinator"
"2229","Cyanistes caeruleus","Pollinator"
"2230","Rhaphigaster nebulosa","Pollinator"
"2231","Lasioglossum strictifrons","Pollinator"
"2232","Ancistrocerus gazella","Pollinator"
"2233","Orius niger","Pollinator"
"2234","Andrena pilipes","Pollinator"
"2235","Colletes marginatus","Pollinator"
"2236","Andrena fulva","Pollinator"
"2237","Vespa crabro","Pollinator"
"2238","Cetonia aurata","Pollinator"
"2239","Cheilosia variabilis","Pollinator"
"2240","Osmia nuda","Pollinator"
"2241","Sphecodes spinulosus","Pollinator"
"2242","Xylocopa cantabrita","Pollinator"
"2243","Anthrenus verbasci","Pollinator"
"2244","Cacyreus marshalli","Pollinator"
"2245","Trichius gallicus","Pollinator"
"2246","Lasioglossum buccale","Pollinator"
"2247","Lasioglossum subaenescens","Pollinator"
"2248","Adalia bipunctata","Pollinator"
"2249","Phaneroptera nana","Pollinator"
"2250","Lucilia sericata","Pollinator"
"2251","Ceratina mocsaryi","Pollinator"
"2252","Megachile maritima","Pollinator"
"2253","Graphosoma lineatum","Pollinator"
"2254","Heliotaurus ruficollis","Pollinator"
"2255","Cephus pygmeus","Pollinator"
"2256","Andrena distinguenda","Pollinator"
"2257","Nomada tridentirostris","Pollinator"
"2258","Chloromyia formosa","Pollinator"
"2259","Empis planetica","Pollinator"
"2260","Cydia nigricana","Pollinator"
"2261","Empis tessellata","Pollinator"
"2262","Tenthredopsis stigma","Pollinator"
"2263","Andrena fulvata","Pollinator"
"2264","Empis nigripes","Pollinator"
"2265","Athalia bicolor","Pollinator"
"2266","Bombylius venosus","Pollinator"
"2267","Nomada ferruginata","Pollinator"
"2268","Empis nuntia","Pollinator"
"2269","Micropterix calthella","Pollinator"
"2270","Andrena simontornyella","Pollinator"
"2271","Empis pennipes","Pollinator"
"2272","Bibio reticulatus","Pollinator"
"2273","Metriotes lutarea","Pollinator"
"2274","Nomada flava","Pollinator"
"2275","Adela violella","Pollinator"
"2276","Bombylius major","Pollinator"
"2277","Bibio hortulanus","Pollinator"
"2278","Actina chalybea","Pollinator"
"2279","Tenthredo temula","Pollinator"
"2280","Andrena proxima","Pollinator"
"2281","Nephrotoma crocata","Pollinator"
"2282","Epistrophe diaphana","Pollinator"
"2283","Arge cyanocrocea","Pollinator"
"2284","Cheilosia albitarsis","Pollinator"
"2285","Empis praevia","Pollinator"
"2286","Chrysotoxum cautum","Pollinator"
"2287","Philhelius laetus","Pollinator"
"2288","Platycheirus peltatus","Pollinator"
"2289","Bibio johannis","Pollinator"
"2290","Empis femorata","Pollinator"
"2291","Andrena helvola","Pollinator"
"2292","Nomada lathburiana","Pollinator"
"2293","Andrena nitida","Pollinator"
"2294","Ectemnius lituratus","Pollinator"
"2295","Empis lutea","Pollinator"
"2296","Melitta haemorrhoidalis","Pollinator"
"2297","Andrena gravida","Pollinator"
"2298","Colletes cunicularius","Pollinator"
"2299","Nephrotoma appendiculata","Pollinator"
"2300","Andrena bimaculata","Pollinator"
"2301","Empis caudatula","Pollinator"
"2302","Gymnomerus laevipes","Pollinator"
"2303","Odynerus spinipes","Pollinator"
"2304","Lejogaster metallina","Pollinator"
"2305","Melanogaster hirtella","Pollinator"
"2306","Microdynerus exilis","Pollinator"
"2307","Graphomya maculata","Pollinator"
"2308","Chrysoperla carnea","Pollinator"
"2309","Oplodontha viridula","Pollinator"
"2310","Urophora cardui","Pollinator"
"2311","Tipula vernalis","Pollinator"
"2312","Lasioglossum laevigatum","Pollinator"
"2313","Nomada stigma","Pollinator"
"2314","Pipiza noctiluca","Pollinator"
"2315","Empis picipes","Pollinator"
"2316","Lasioglossum clypeare","Pollinator"
"2317","Myopa buccata","Pollinator"
"2318","Andrena mitis","Pollinator"
"2319","Trichodes alvearius","Pollinator"
"2320","Pancalia leuwenhoekella","Pollinator"
"2321","Tenthredo schaefferi","Pollinator"
"2322","Anthomyia pluvialis","Pollinator"
"2323","Platystoma seminationis","Pollinator"
"2324","Xylocopa valga","Pollinator"
"2325","Osmia cornuta","Pollinator"
"2326","Melecta albifrons","Pollinator"
"2327","Bombylius cinerascens","Pollinator"
"2328","Chrysoesthia drurella","Pollinator"
"2329","Andrena lagopus","Pollinator"
"2330","Saltella sphondylii","Pollinator"
"2331","Stenurella melanura","Pollinator"
"2332","Brassicogethes aeneus","Pollinator"
"2333","Rhinophora lepida","Pollinator"
"2334","Leptopterna dolabrata","Pollinator"
"2335","Rhagonycha fulva","Pollinator"
"2336","Palomena prasina","Pollinator"
"2337","Cleopomiarus graminis","Pollinator"
"2338","Lasioglossum quadrinotatum","Pollinator"
"2339","Olibrus affinis","Pollinator"
"2340","Perapion violaceum","Pollinator"
"2341","Empis vitripennis","Pollinator"
"2342","Adscita statices","Pollinator"
"2343","Sarcophaga subvicina","Pollinator"
"2344","Plutella xylostella","Pollinator"
"2345","Polymerus unifasciatus","Pollinator"
"2346","Adelphocoris seticornis","Pollinator"
"2347","Coccinella septempunctata","Pollinator"
"2348","Brachypterus glaber","Pollinator"
"2349","Meligethes nigrescens","Pollinator"
"2350","Sarcophaga lehmanni","Pollinator"
"2351","Calocoris roseomaculatus","Pollinator"
"2352","Cryptocephalus fulvus","Pollinator"
"2353","Adelphocoris lineolatus","Pollinator"
"2354","Tytthaspis sedecimpunctata","Pollinator"
"2355","Chrysoteuchia culmella","Pollinator"
"2356","Empis livida","Pollinator"
"2357","Phytomyza albipennis","Pollinator"
"2358","Dilophus femoratus","Pollinator"
"2359","Musca autumnalis","Pollinator"
"2360","Empis chioptera","Pollinator"
"2361","Phyllobius virideaeris","Pollinator"
"2362","Autographa gamma","Pollinator"
"2363","Bombus subterraneus","Pollinator"
"2364","Sermylassa halensis","Pollinator"
"2365","Cylindromyia pusilla","Pollinator"
"2366","Cantharis obscura","Pollinator"
"2367","Dasytes niger","Pollinator"
"2368","Dolycoris baccarum","Pollinator"
"2369","Eurydema oleracea","Pollinator"
"2370","Stictopleurus abutilon","Pollinator"
"2371","Miarus campanulae","Pollinator"
"2372","Sphaerophoria virgata","Pollinator"
"2373","Rhamphomyia longipes","Pollinator"
"2374","Sarcophaga variegata","Pollinator"
"2375","Urophora stylata","Pollinator"
"2376","Holopyga fastuosa","Pollinator"
"2377","Cantharis rustica","Pollinator"
"2378","Gastrophysa polygoni","Pollinator"
"2379","Capsodes gothicus","Pollinator"
"2380","Oedemera femorata","Pollinator"
"2381","Platycheirus clypeatus","Pollinator"
"2382","Closterotomus norvegicus","Pollinator"
"2383","Sitona obsoletus","Pollinator"
"2384","Sarcophaga carnaria","Pollinator"
"2385","Cteniopus sulphureus","Pollinator"
"2386","Protapion nigritarse","Pollinator"
"2387","Andrena croceiventris","Pollinator"
"2388","Hippodamia variegata","Pollinator"
"2389","Stratiomys singularior","Pollinator"
"2390","Cryptocephalus moraei","Pollinator"
"2391","Hoplomachus thunbergii","Pollinator"
"2392","Phytocoris varipes","Pollinator"
"2393","Mordellistenula perrisi","Pollinator"
"2394","Rutpela maculata","Pollinator"
"2395","Cantharis fusca","Pollinator"
"2396","Sarcophaga incisilobata","Pollinator"
"2397","Carpocoris purpureipennis","Pollinator"
"2398","Dioxyna bidentis","Pollinator"
"2399","Acupalpus exiguus","Pollinator"
"2400","Protapion trifolii","Pollinator"
"2401","Placochilus seladonicus","Pollinator"
"2402","Cassida sanguinolenta","Pollinator"
"2403","Meligethes subrugosus","Pollinator"
"2404","Eristalis intricaria","Pollinator"
"2405","Discomyza incurva","Pollinator"
"2406","Dolichovespula sylvestris","Pollinator"
"2407","Cheilosia vicina","Pollinator"
"2408","Sericomyia silentis","Pollinator"
"2409","Didea fasciata","Pollinator"
"2410","Osmia nigriventris","Pollinator"
"2411","Pipiza quadrimaculata","Pollinator"
"2412","Nomada striata","Pollinator"
"2413","Dasysyrphus venustus","Pollinator"
"2414","Andrena semilaevis","Pollinator"
"2415","Dasysyrphus tricinctus","Pollinator"
"2416","Tropidia scita","Pollinator"
"2417","Didea intermedia","Pollinator"
"2418","Andrena fucata","Pollinator"
"2419","Parasyrphus annulatus","Pollinator"
"2420","Dasysyrphus pinastri","Pollinator"
"2421","Helophilus hybridus","Pollinator"
"2422","Eristalis obscura","Pollinator"
"2423","Nomada ruficornis","Pollinator"
"2424","Helophilus affinis","Pollinator"
"2425","Bombus veteranus","Pollinator"
"2426","Bombus semenoviellus","Pollinator"
"2427","Bombus confusus","Pollinator"
"2428","Bombus schrencki","Pollinator"
"2429","Bombus cryptarum","Pollinator"
"2430","Bombus norvegicus","Pollinator"
"2431","Bombus distinguendus","Pollinator"
"2432","Bombus quadricolor","Pollinator"
"2433","Anarta myrtilli","Pollinator"
"2434","Bellardia viarum","Pollinator"
"2435","Chrysogaster virescens","Pollinator"
"2436","Cynomya mortuorum","Pollinator"
"2437","Dilophus febrilis","Pollinator"
"2438","Ectobius sylvestris","Pollinator"
"2439","Eristalis abusiva","Pollinator"
"2440","Exorista larvarum","Pollinator"
"2441","Formica fusca","Pollinator"
"2442","Hydrotaea irritans","Pollinator"
"2443","Lucilia caesar","Pollinator"
"2444","Melinda cognata","Pollinator"
"2445","Mellinus arvensis","Pollinator"
"2446","Onesia sepulcralis","Pollinator"
"2447","Phaonia angelicae","Pollinator"
"2448","Pollenia amentaria","Pollinator"
"2449","Pollenia rudis","Pollinator"
"2450","Sepsis cynipsea","Pollinator"
"2451","Andrena lapponica","Pollinator"
"2452","Lycaena virgaureae","Pollinator"
"2453","Aplotarsus incanus","Pollinator"
"2454","Athous subfuscus","Pollinator"
"2455","Cantharis figurata","Pollinator"
"2456","Coenosia means","Pollinator"
"2457","Dasytes plumbeus","Pollinator"
"2458","Lasius niger","Pollinator"
"2459","Micropterix aruncella","Pollinator"
"2460","Mordella holomelaena","Pollinator"
"2461","Myrmica ruginodis","Pollinator"
"2462","Phyllopertha horticola","Pollinator"
"2463","Rhagonycha nigriventris","Pollinator"
"2464","Scathophaga stercoraria","Pollinator"
"2465","Gymnosoma nudifrons","Pollinator"
"2466","Sphaerophoria fatarum","Pollinator"
"2467","Adela viridella","Pollinator"
"2468","Bibio marci","Pollinator"
"2469","Fannia lustrator","Pollinator"
"2470","Lasioglossum sexmaculatum","Pollinator"
"2471","Rhagonycha lignosa","Pollinator"
"2472","Empis aestiva","Pollinator"
"2473","Sericomyia lappona","Pollinator"
"2474","Dolichovespula saxonica","Pollinator"
"2475","Formica sanguinea","Pollinator"
"2476","Parasyrphus macularis","Pollinator"
"2477","Parasyrphus malinellus","Pollinator"
"2478","Vespula rufa","Pollinator"
"2479","Bellardia vulgaris","Pollinator"
"2480","Calliopum aeneum","Pollinator"
"2481","Chrysotoxum fasciolatum","Pollinator"
"2482","Colletes succinctus","Pollinator"
"2483","Dolichovespula norwegica","Pollinator"
"2484","Hedychrum nobile","Pollinator"
"2485","Hydrotaea similis","Pollinator"
"2486","Leucozona glaucia","Pollinator"
"2487","Pollenia angustigena","Pollinator"
"2488","Tachina grossa","Pollinator"
"2489","Lasioglossum fratellum","Pollinator"
"2490","Lycophotia porphyrea","Pollinator"
"2491","Neomyia cornicina","Pollinator"
"2492","Ammophila pubescens","Pollinator"
"2493","Nomada panzeri","Pollinator"
"2494","Prosternon tessellatum","Pollinator"
"2495","Heterostylodes pratensis","Pollinator"
"2496","Calameuta pallipes","Pollinator"
"2497","Cephalops obtusinervis","Pollinator"
"2498","Coenosia femoralis","Pollinator"
"2499","Hydrophoria lancifer","Pollinator"
"2500","Mimesa equestris","Pollinator"
"2501","Andrena clarkella","Pollinator"
"2502","Andrena praecox","Pollinator"
"2503","Bibio lanigerus","Pollinator"
"2504","Entomophaga nigrohalterata","Pollinator"
"2505","Panzeria rudis","Pollinator"
"2506","Gonia picea","Pollinator"
"2507","Lasiomma picipes","Pollinator"
"2508","Phaonia serva","Pollinator"
"2509","Zaira cinerea","Pollinator"
"2510","Adia cinerella","Pollinator"
"2511","Andrena barbilabris","Pollinator"
"2512","Dilophus humeralis","Pollinator"
"2513","Egle minuta","Pollinator"
"2514","Formica rufa","Pollinator"
"2515","Phaonia incana","Pollinator"
"2516","Arge ustulata","Pollinator"
"2517","Oxybelus mandibularis","Pollinator"
"2518","Hercostomus nigripennis","Pollinator"
"2519","Sciara hemerobioides","Pollinator"
"2520","Xestia c-nigrum","Pollinator"
"2521","Ancistrocerus ichneumonideus","Pollinator"
"2522","Dolichopus rupestris","Pollinator"
"2523","Polietes lardaria","Pollinator"
"2524","Ampedus balteatus","Pollinator"
"2525","Dolichopus nigricornis","Pollinator"
"2526","Lochmaea suturalis","Pollinator"
"2527","Heterostylodes nominabilis","Pollinator"
"2528","Propylaea quatuordecimpunctata","Pollinator"
"2529","Sitona lineatus","Pollinator"
"2530","Panzeria truncata","Pollinator"
"2531","Cheilosia psilophthalma","Pollinator"
"2532","Conops vesicularis","Pollinator"
"2533","Egle brevicornis","Pollinator"
"2534","Gymnocheta viridis","Pollinator"
"2535","Adela cuprella","Pollinator"
"2536","Brachyopa testacea","Pollinator"
"2537","Parasyrphus punctulatus","Pollinator"
"2538","Phorbia moliniaris","Pollinator"
"2539","Rhamphomyia sulcata","Pollinator"
"2540","Sericus brunneus","Pollinator"
"2541","Dalopius marginatus","Pollinator"
"2542","Dolichovespula adulterina","Pollinator"
"2543","Dolichovespula omissa","Pollinator"
"2544","Nomada marshamella","Pollinator"
"2545","Cheilosia bergenstammi","Pollinator"
"2546","Helina reversio","Pollinator"
"2547","Lucilia bufonivora","Pollinator"
"2548","Sphaerophoria batava","Pollinator"
"2549","Zygaena trifolii","Pollinator"
"2550","Andrena tarsata","Pollinator"
"2551","Delia florilega","Pollinator"
"2552","Pyrgus malvae","Pollinator"
"2553","Alliopsis billbergi","Pollinator"
"2554","Coranarta cordigera","Pollinator"
"2555","Bruchidius villosus","Pollinator"
"2556","Chrysomela collaris","Pollinator"
"2557","Chrysomela populi","Pollinator"
"2558","Rhamphomyia nigripennis","Pollinator"
"2559","Oscinella vastator","Pollinator"
"2560","Delia diluta","Pollinator"
"2561","Reichertella geniculata","Pollinator"
"2562","Siphonella oscinina","Pollinator"
"2563","Anaspis frontalis","Pollinator"
"2564","Andrena rhyssonota","Pollinator"
"2565","Andrena livens","Pollinator"
"2566","Osmia notata","Pollinator"
"2567","Erebia meolans","Pollinator"
"2568","Trichius fasciatus","Pollinator"
"2569","Hoplitis benoisti","Pollinator"
"2570","Lasioglossum tricinctum","Pollinator"
"2571","Arge ochropus","Pollinator"
"2572","Andrena bucephala","Pollinator"
"2573","Merodon eques","Pollinator"
"2574","Andrena rhenana","Pollinator"
"2575","Lasioglossum mediterraneum","Pollinator"
"2576","Pipizella zeneggenensis","Pollinator"
"2577","Philhelius citrofasciatus","Pollinator"
"2578","Halictus cochlearitarsis","Pollinator"
"2579","Osmia emarginata","Pollinator"
"2580","Andrena rufula","Pollinator"
"2581","Andrena potentillae","Pollinator"
"2582","Eucera caspica","Pollinator"
"2583","Andrena saxonica","Pollinator"
"2584","Microdon analis","Pollinator"
"2585","Merodon serrulatus","Pollinator"
"2586","Merodon rufus","Pollinator"
"2587","Andrena vulpecula","Pollinator"
"2588","Ceratina chalcites","Pollinator"
"2589","Pelecocera pruinosomaculata","Pollinator"
"2590","Pseudoanthidium melanurum","Pollinator"
"2591","Osmia viridana","Pollinator"
"2592","Lasioglossum setulellum","Pollinator"
"2593","Colletes abeillei","Pollinator"
"2594","Merodon femoratus","Pollinator"
"2595","Anthophora larvata","Pollinator"
"2596","Eucera breviceps","Pollinator"
"2597","Merodon nigritarsis","Pollinator"
"2598","Seladonia submediterranea","Pollinator"
"2599","Nomada discedens","Pollinator"
"2600","Eucera hungarica","Pollinator"
"2601","Osmia labialis","Pollinator"
"2602","Andrena combinata","Pollinator"
"2603","Megachile octosignata","Pollinator"
"2604","Megachile giraudi","Pollinator"
"2605","Eumerus clavatus","Pollinator"
"2606","Ceratina nigrolabiata","Pollinator"
"2607","Chrysotoxum cisalpinum","Pollinator"
"2608","Andrena vaga","Pollinator"
"2609","Lasioglossum pallens","Pollinator"
"2610","Andrena polita","Pollinator"
"2611","Panurgus dentipes","Pollinator"
"2612","Epeolus cruciger","Pollinator"
"2613","Philhelius dives","Pollinator"
"2614","Chrysotoxum elegans","Pollinator"
"2615","Pelecocera tricincta","Pollinator"
"2616","Andrena granulosa","Pollinator"
"2617","Megachile rufescens","Pollinator"
"2618","Lasioglossum smeathmanellum","Pollinator"
"2619","Andrena chrysopyga","Pollinator"
"2620","Pipizella virens","Pollinator"
"2621","Lasioglossum albocinctum","Pollinator"
"2622","Tetralonia fulvescens","Pollinator"
"2623","Melitta dimidiata","Pollinator"
"2624","Andrena paucisquama","Pollinator"
"2625","Rophites algirus","Pollinator"
"2626","Osmia tergestensis","Pollinator"
"2627","Eucera cineraria","Pollinator"
"2628","Colletes foveolaris","Pollinator"
"2629","Hoplitis papaveris","Pollinator"
"2630","Lasioglossum maurusium","Pollinator"
"2631","Andrena curvungula","Pollinator"
"2632","Hoplitis brachypogon","Pollinator"
"2633","Andrena vocifera","Pollinator"
"2634","Amegilla savignyi","Pollinator"
"2635","Coelioxys haemorrhoa","Pollinator"
"2636","Sphecodes crassanus","Pollinator"
"2637","Ferdinandea aurea","Pollinator"
"2638","Rhodanthidium infuscatum","Pollinator"
"2639","Anthophora crassipes","Pollinator"
"2640","Scaeva dignota","Pollinator"
"2641","Milesia crabroniformis","Pollinator"
"2642","Seladonia kessleri","Pollinator"
"2643","Habropoda tarsata","Pollinator"
"2644","Andrena brumanensis","Pollinator"
"2645","Lasioglossum corvinum","Pollinator"
"2646","Anthaxia hungarica","Pollinator"
"2647","Hoplitis jheringii","Pollinator"
"2648","Andrena viridescens","Pollinator"
"2649","Anthophora dispar","Pollinator"
"2650","Dasypoda argentata","Pollinator"
"2651","Dasypoda cingulata","Pollinator"
"2652","Dasypoda crassicornis","Pollinator"
"2653","Tetralonia ruficornis","Pollinator"
"2654","Eucera collaris","Pollinator"
"2655","Eucera elongatula","Pollinator"
"2656","Flavipanurgus venustus","Pollinator"
"2657","Rhyncomya cuprea","Pollinator"
"2658","Volucella elegans","Pollinator"
"2659","Ancistrocerus biphaleratus","Pollinator"
"2660","Colletes acutus","Pollinator"
"2661","Colletes ligatus","Pollinator"
"2662","Chasmatopterus villosulus","Pollinator"
"2663","Exosoma lusitanicum","Pollinator"
"2664","Tropinota squalida","Pollinator"
"2665","Anthophora hispanica","Pollinator"
"2666","Eucera pollinaris","Pollinator"
"2667","Eucera codinai","Pollinator"
"2668","Nomada agrestis","Pollinator"
"2669","Andrena ferrugineicrus","Pollinator"
"2670","Bombylius torquatus","Pollinator"
"2671","Colletes nigricans","Pollinator"
"2672","Lasioglossum immunitum","Pollinator"
"2673","Anthophora atroalba","Pollinator"
"2674","Chasmatopterus illigeri","Pollinator"
"2675","Halictus tridivisus","Pollinator"
"2676","Dischistus senex","Pollinator"
"2677","Nomada melathoracica","Pollinator"
"2678","Osmia argyropyga","Pollinator"
"2679","Dasypoda albimana","Pollinator"
"2680","Empis testacea","Pollinator"
"2681","Panurgus dargius","Pollinator"
"2682","Bombylius fimbriatus","Pollinator"
"2683","Eucera notata","Pollinator"
"2684","Protaetia cuprea","Pollinator"
"2685","Systropha planidens","Pollinator"
"2686","Chrysura refulgens","Pollinator"
"2687","Bombylella atra","Pollinator"
"2688","Panurgus cephalotes","Pollinator"
"2689","Andrena fertoni","Pollinator"
"2690","Bembix oculata","Pollinator"
"2691","Eumenes coarctatus","Pollinator"
"2692","Musca domestica","Pollinator"
"2693","Dasypoda iberica","Pollinator"
"2694","Eucera confinis","Pollinator"
"2695","Pangonius micans","Pollinator"
"2696","Nomada sheppardana","Pollinator"
"2697","Andrena falsifica","Pollinator"
"2698","Andrena strohmella","Pollinator"
"2699","Osmia uncinata","Pollinator"
"2700","Eumerus ornatus","Pollinator"
"2701","Megachile apicalis","Pollinator"
"2702","Erynnis tages","Pollinator"
"2703","Thricops cunctans","Pollinator"
"2704","Anogcodes melanurus","Pollinator"
"2705","Thricops innocuus","Pollinator"
"2706","Botanophila varicolor","Pollinator"
"2707","Hylemya vagans","Pollinator"
"2708","Delia platura","Pollinator"
"2709","Drymeia tetra","Pollinator"
"2710","Hercostomus germanus","Pollinator"
"2711","Heterostylodes obscurus","Pollinator"
"2712","Botanophila striolata","Pollinator"
"2713","Neomyia viridescens","Pollinator"
"2714","Thricops longipes","Pollinator"
"2715","Delia lophota","Pollinator"
"2716","Morellia podagrica","Pollinator"
"2717","Hydrophoria silvicola","Pollinator"
"2718","Coenosia verralli","Pollinator"
"2719","Sarcophaga vagans","Pollinator"
"2720","Thricops nigrifrons","Pollinator"
"2721","Helina quadrum","Pollinator"
"2722","Morellia aenescens","Pollinator"
"2723","Sphiximorpha subsessilis","Pollinator"
"2724","Pegoplata aestiva","Pollinator"
"2725","Empis diagramma","Pollinator"
"2726","Dasysyrphus lenensis","Pollinator"
"2727","Empis melanotricha","Pollinator"
"2728","Hamearis lucina","Pollinator"
"2729","Platycheirus tatricus","Pollinator"
"2730","Rhamphomyia nitidula","Pollinator"
"2731","Drymeia brumalis","Pollinator"
"2732","Eupeodes nielseni","Pollinator"
"2733","Cheilosia nivalis","Pollinator"
"2734","Nomada alboguttata","Pollinator"
"2735","Cheilosia lenis","Pollinator"
"2736","Herina frondescentiae","Pollinator"
"2737","Chrysotoxum arcuatum","Pollinator"
"2738","Zygaena loti","Pollinator"
"2739","Chersotis cuprea","Pollinator"
"2740","Empis maerens","Pollinator"
"2741","Empis ciliatopennata","Pollinator"
"2742","Platycheirus manicatus","Pollinator"
"2743","Macquartia tenebricosa","Pollinator"
"2744","Empis syrovatkai","Pollinator"
"2745","Nomada obtusifrons","Pollinator"
"2746","Eriothrix prolixa","Pollinator"
"2747","Fannia carbonella","Pollinator"
"2748","Cheilosia gagatea","Pollinator"
"2749","Cheilosia loewi","Pollinator"
"2750","Phaonia consobrina","Pollinator"
"2751","Thricops semicinereus","Pollinator"
"2752","Fannia umbrosa","Pollinator"
"2753","Fannia serena","Pollinator"
"2754","Phytomyptera nigroaenea","Pollinator"
"2755","Drymeia hamata","Pollinator"
"2756","Fannia rondanii","Pollinator"
"2757","Thricops nigritellus","Pollinator"
"2758","Drymeia alpicola","Pollinator"
"2759","Sarcophaga rosellei","Pollinator"
"2760","Sepsis fulgens","Pollinator"
"2761","Hylemya variata","Pollinator"
"2762","Coenosia mollicula","Pollinator"
"2763","Botanophila brunneilinea","Pollinator"
"2764","Nemorilla maculosa","Pollinator"
"2765","Cheilosia rhynchops","Pollinator"
"2766","Odontomyia argentata","Pollinator"
"2767","Phaonia meigeni","Pollinator"
"2768","Thricops beckeri","Pollinator"
"2769","Dasysyrphus friuliensis","Pollinator"
"2770","Botanophila fugax","Pollinator"
"2771","Cheilosia melanura","Pollinator"
"2772","Sarcophaga vicina","Pollinator"
"2773","Phaonia hybrida","Pollinator"
"2774","Hylaeus annulatus","Pollinator"
"2775","Sarcophaga teretirostris","Pollinator"
"2776","Musca osiris","Pollinator"
"2777","Aricia artaxerxes","Pollinator"
"2778","Empis contigua","Pollinator"
"2779","Sarcophaga okaliana","Pollinator"
"2780","Sarcophaga pumila","Pollinator"
"2781","Empis nigricoma","Pollinator"
"2782","Fannia postica","Pollinator"
"2783","Heterostylodes pilifera","Pollinator"
"2784","Erebia epiphron","Pollinator"
"2785","Thricops furcatus","Pollinator"
"2786","Sepsis violacea","Pollinator"
"2787","Adia coerulescens","Pollinator"
"2788","Thricops rostratus","Pollinator"
"2789","Schoenomyza litorella","Pollinator"
"2790","Xylota triangularis","Pollinator"
"2791","Herina parva","Pollinator"
"2792","Coenosia obscuricula","Pollinator"
"2793","Hercostomus labiatus","Pollinator"
"2794","Sympycnus strobli","Pollinator"
"2795","Phryno vetula","Pollinator"
"2796","Hydrotaea militaris","Pollinator"
"2797","Pyrausta purpuralis","Pollinator"
"2798","Scotopteryx chenopodiata","Pollinator"
"2799","Cheilosia grisella","Pollinator"
"2800","Empis nitida","Pollinator"
"2801","Delia longicauda","Pollinator"
"2802","Botanophila estonica","Pollinator"
"2803","Eloceria delecta","Pollinator"
"2804","Bicellaria vana","Pollinator"
"2805","Allophorocera ferruginea","Pollinator"
"2806","Fannia fuscula","Pollinator"
"2807","Loewia phaeoptera","Pollinator"
"2808","Empis monticola","Pollinator"
"2809","Hydrophoria diabata","Pollinator"
"2810","Neoascia annexa","Pollinator"
"2811","Pyrausta alpinalis","Pollinator"
"2812","Platycheirus complicatus","Pollinator"
"2813","Lasiomma strigilatum","Pollinator"
"2814","Hebecnema nigricolor","Pollinator"
"2815","Myospila meditabunda","Pollinator"
"2816","Hercostomus fugax","Pollinator"
"2817","Pipizella nigriana","Pollinator"
"2818","Bombus mucidus","Pollinator"
"2819","Hilara sulcitarsis","Pollinator"
"2820","Hoplitis mitis","Pollinator"
"2821","Phyllomya volvulus","Pollinator"
"2822","Delia cardui","Pollinator"
"2823","Perizoma verberata","Pollinator"
